,First_name,Last_name,Team,Conference,GP,GS,MPG,USG_P,OFF_RTG,DEF_RTG,TS_P,EFG_P,FT_RATE,3FG_TEND,OFF_REB_P,DEF_REB_P,REB_P,AST_P,STL_P,BLK_P,TO_P
346,Ronnie,Johnson,AUB,SEC,32,2,16.4,24.2,108.6,109.7,0.529,0.493,28.6,31.4,3.2,8.4,5.3,0.29,0.02,0.0,0.14
347,Grant,Williams,TENN,SEC,32,29,25.4,24.1,111.9,99.5,0.5820000000000001,0.527,72.1,12.2,12.2,12.8,11.5,0.1,0.02,0.08,0.15
348,Chris,Silva,SCAR,SEC,37,37,21.0,24.0,110.6,88.3,0.606,0.524,76.8,0.4,11.9,21.3,15.0,0.04,0.02,0.08,0.18
349,Breein,Tyree,MISS,SEC,34,23,19.1,23.9,88.0,107.7,0.478,0.43200000000000005,32.5,38.2,1.5,8.9,4.7,0.2,0.02,0.0,0.21
350,Daryl,Macon,ARK,SEC,36,21,25.2,23.8,120.1,107.0,0.635,0.5579999999999999,50.5,54.0,2.4,8.8,5.3,0.16,0.03,0.0,0.15
351,Avery,Johnson Jr.,ALA,SEC,34,6,19.3,23.7,90.7,97.6,0.428,0.396,16.5,41.7,1.9,7.8,4.4,0.16,0.02,0.0,0.12
352,Robert,Williams,TXA&M,SEC,31,17,25.8,23.6,112.1,95.2,0.5770000000000001,0.562,36.2,6.5,13.6,21.3,16.1,0.12,0.02,0.11,0.14
353,Jared,Harper,AUB,SEC,32,30,24.2,23.0,111.2,109.3,0.546,0.485,54.1,58.1,1.4,7.2,3.9,0.23,0.03,0.0,0.13
354,KeVaughn,Allen,FLA,SEC,36,36,28.6,22.9,116.5,97.2,0.588,0.539,26.8,54.9,0.9,8.5,4.3,0.11,0.03,0.01,0.1
355,Kasey,Hill,FLA,SEC,36,36,28.9,22.8,91.8,95.2,0.47200000000000003,0.42,42.8,14.1,1.6,9.4,5.1,0.29,0.03,0.01,0.23
356,Kevin,Puryear,MIZZOU,SEC,32,32,29.6,22.7,97.3,105.2,0.49700000000000005,0.44,38.7,19.2,6.2,15.6,9.7,0.07,0.01,0.01,0.13
357,T.J.,Dunans,AUB,SEC,31,11,24.3,22.6,83.4,106.1,0.43200000000000005,0.415,19.6,26.6,2.1,13.2,7.0,0.19,0.02,0.03,0.2
358,Moses,Kingsley,ARK,SEC,36,36,27.7,22.6,108.4,99.4,0.55,0.478,53.0,5.0,9.1,21.0,14.0,0.09,0.01,0.1,0.15
359,Luke,Kornet,VANDY,SEC,35,35,31.5,22.5,111.6,98.9,0.5529999999999999,0.48,39.2,45.4,5.9,16.6,10.6,0.09,0.01,0.07,0.1
360,Duop,Reath,LSU,SEC,31,30,27.7,22.5,101.0,112.6,0.5429999999999999,0.528,25.3,11.4,8.2,16.6,11.4,0.06,0.01,0.06,0.16
361,Lamonte,Turner,TENN,SEC,32,6,20.7,22.4,100.3,104.0,0.518,0.451,42.5,58.4,1.6,11.7,6.0,0.25,0.02,0.01,0.18
362,Jordan,Barnett,MIZZOU,SEC,23,13,27.4,22.4,106.6,103.7,0.551,0.515,23.8,51.9,6.8,15.9,10.1,0.05,0.01,0.02,0.11
363,Admon,Gilder,TXA&M,SEC,31,30,34.6,22.0,106.5,102.4,0.5529999999999999,0.515,29.7,45.3,3.4,8.8,5.7,0.22,0.03,0.01,0.18
364,Sebastian,Saiz,MISS,SEC,36,36,33.3,21.9,111.8,99.4,0.565,0.496,55.7,18.9,10.9,25.1,16.4,0.06,0.02,0.04,0.14
365,Juwan,Parker,UGA,SEC,32,31,26.8,21.9,94.4,101.6,0.469,0.397,32.5,18.4,4.9,16.8,10.3,0.14,0.01,0.0,0.15
366,Robert,Hubbs III,TENN,SEC,32,32,31.6,21.9,107.2,105.2,0.529,0.473,30.5,7.1,4.2,11.6,7.2,0.12,0.01,0.01,0.1
367,Terrence,Phillips,MIZZOU,SEC,32,23,28.3,21.7,99.3,101.6,0.524,0.462,37.2,54.4,0.8,13.5,6.2,0.34,0.03,0.01,0.2
368,K.J.,Walton,MIZZOU,SEC,32,17,19.0,21.4,95.0,101.4,0.47100000000000003,0.409,66.3,13.1,7.4,11.3,8.4,0.11,0.04,0.0,0.14
369,Isaiah,Briscoe,UK,SEC,36,36,30.4,21.3,106.3,98.6,0.53,0.494,42.7,17.0,5.3,13.7,8.8,0.23,0.02,0.01,0.18
370,Admiral,Schofield,TENN,SEC,28,1,19.0,21.1,108.1,101.9,0.57,0.515,39.5,31.4,5.2,20.1,11.5,0.08,0.01,0.01,0.14
371,Dazon,Ingram,ALA,SEC,34,34,27.5,20.6,109.2,95.4,0.609,0.5660000000000001,68.7,21.6,4.2,14.0,8.3,0.26,0.02,0.01,0.22
372,Skylar,Mays,LSU,SEC,31,25,22.9,20.6,101.6,114.0,0.535,0.46299999999999997,42.1,31.7,2.4,8.3,4.9,0.28,0.03,0.0,0.22
373,Brandon,Sampson,LSU,SEC,31,26,27.5,20.1,107.3,116.8,0.6,0.551,39.2,45.1,2.3,10.2,5.7,0.09,0.01,0.02,0.17
374,Devin,Robinson,FLA,SEC,36,35,26.4,19.9,117.1,93.1,0.5820000000000001,0.547,33.8,36.8,7.3,18.5,11.8,0.05,0.02,0.03,0.1
375,Aric,Holman,MSST,SEC,32,26,23.3,19.8,101.1,95.9,0.5529999999999999,0.524,35.7,23.3,8.6,19.9,13.3,0.05,0.02,0.09,0.18
376,Jeff,Roberson,VANDY,SEC,35,35,31.7,19.8,107.5,100.5,0.547,0.483,41.3,39.2,7.7,17.7,12.0,0.12,0.02,0.01,0.16
377,Mario,Kegler,MSST,SEC,32,31,28.2,19.4,98.4,101.8,0.5329999999999999,0.5,34.9,46.0,4.6,16.7,10.0,0.08,0.01,0.01,0.17
378,Payton,Willis,VANDY,SEC,35,12,17.5,19.2,95.6,104.1,0.55,0.525,35.9,56.3,2.4,9.2,5.5,0.22,0.02,0.01,0.25
379,Aaron,Epps,LSU,SEC,30,19,17.2,18.8,103.3,115.2,0.568,0.542,29.9,22.2,11.6,16.9,13.1,0.05,0.01,0.02,0.2
380,Tonny,Trocha-Morelos,TXA&M,SEC,31,27,26.9,18.7,100.3,101.5,0.48100000000000004,0.45399999999999996,21.8,36.0,6.9,14.1,9.7,0.15,0.02,0.04,0.16
381,Cullen,Neal,MISS,SEC,36,12,23.6,18.5,114.9,110.5,0.605,0.541,36.9,63.9,1.3,6.3,3.5,0.18,0.01,0.0,0.16
382,Corban,Collins,ALA,SEC,32,14,21.8,18.5,102.5,99.3,0.49700000000000005,0.465,30.2,64.8,1.5,7.8,4.2,0.14,0.02,0.0,0.12
383,Tyson,Carter,MSST,SEC,32,12,20.2,18.5,108.5,104.1,0.53,0.502,15.6,57.8,0.9,8.5,4.4,0.07,0.02,0.01,0.06
384,Danjel,Purifoy,AUB,SEC,29,25,28.7,18.4,114.6,106.0,0.586,0.518,37.3,65.6,3.6,13.9,8.0,0.11,0.03,0.01,0.14
385,Edrice,Adebayo,UK,SEC,38,38,30.1,18.3,122.9,95.4,0.637,0.599,83.1,0.0,11.2,17.2,13.1,0.05,0.01,0.05,0.14
386,Joe,Toye,VANDY,SEC,35,13,21.1,18.3,99.1,104.5,0.535,0.489,44.6,44.6,3.5,10.7,6.7,0.11,0.01,0.01,0.17
387,Jordan,Geist,MIZZOU,SEC,32,14,22.1,18.3,99.9,104.4,0.504,0.423,51.6,42.3,1.4,13.3,6.5,0.18,0.02,0.0,0.15
388,Anton,Beard,ARK,SEC,36,11,21.0,18.2,110.0,107.3,0.528,0.479,35.2,42.3,4.4,6.4,5.0,0.16,0.03,0.0,0.13
389,Chris,Chiozza,FLA,SEC,36,0,22.2,18.2,111.2,92.9,0.546,0.485,39.6,47.5,2.1,14.6,7.6,0.31,0.04,0.0,0.19
390,Bryce,Brown,AUB,SEC,28,13,21.1,17.8,104.7,108.7,0.523,0.508,14.3,74.1,2.1,7.8,4.5,0.11,0.03,0.01,0.12
391,Jordan,Bowden,TENN,SEC,30,28,22.8,17.8,109.9,103.5,0.518,0.45799999999999996,31.2,55.0,3.7,10.1,6.3,0.11,0.02,0.01,0.09
392,Riley,Norris,ALA,SEC,34,27,27.3,17.7,106.5,98.0,0.532,0.498,25.2,54.7,5.0,10.6,7.1,0.06,0.02,0.01,0.12
393,Nolan,Cressler,VANDY,SEC,35,22,23.7,17.3,112.1,102.4,0.611,0.599,15.9,38.9,4.1,15.9,9.5,0.16,0.01,0.0,0.17
394,Riley,LaChance,VANDY,SEC,35,35,31.1,17.1,119.6,104.8,0.654,0.607,31.6,58.3,0.8,11.1,5.7,0.27,0.01,0.0,0.19
395,Shembari,Phillips,TENN,SEC,31,13,20.9,16.9,99.2,103.7,0.522,0.444,49.7,31.8,3.4,12.5,7.2,0.15,0.02,0.01,0.19
396,Rasheed,Brooks,MISS,SEC,33,12,22.3,16.9,95.7,106.9,0.47700000000000004,0.45,10.9,58.3,3.2,9.1,5.6,0.14,0.02,0.01,0.17
397,I.J.,Ready,MSST,SEC,28,20,28.6,16.7,103.9,101.6,0.513,0.449,30.9,23.4,1.1,9.3,4.9,0.29,0.03,0.0,0.2
398,Wayde,Sims,LSU,SEC,31,5,19.0,16.4,109.5,112.7,0.5820000000000001,0.5489999999999999,28.1,22.2,7.2,14.8,10.1,0.05,0.02,0.03,0.16
399,Jalyn,Patterson,LSU,SEC,31,10,22.3,16.4,94.3,112.4,0.484,0.465,18.7,58.5,2.2,12.9,6.9,0.23,0.03,0.01,0.23
400,Schnider,Herard,MSST,SEC,32,19,18.6,16.4,95.7,103.1,0.5529999999999999,0.5489999999999999,101.0,0.0,11.0,18.6,13.7,0.02,0.0,0.01,0.25
401,Russell,Woods,MIZZOU,SEC,32,32,22.2,16.4,104.7,106.8,0.529,0.483,75.5,0.0,10.2,10.5,9.4,0.04,0.01,0.01,0.15
402,Duane,Notice,SCAR,SEC,37,37,33.0,16.2,108.8,98.4,0.534,0.503,30.5,65.0,2.8,6.1,4.0,0.14,0.02,0.01,0.13
403,Dustin,Thomas,ARK,SEC,36,27,18.0,16.1,106.6,104.1,0.534,0.49,47.3,3.4,8.0,14.8,10.6,0.1,0.02,0.02,0.17
404,Derek,Ogbeide,UGA,SEC,34,33,23.2,16.1,109.1,96.3,0.58,0.5670000000000001,37.1,0.0,11.8,24.3,17.0,0.06,0.01,0.05,0.17
405,Justin,Leon,FLA,SEC,36,36,22.3,16.0,116.4,98.0,0.5760000000000001,0.547,20.2,57.7,6.8,13.3,9.2,0.04,0.01,0.01,0.11
406,Hassani,Gravett,SCAR,SEC,35,3,16.6,15.4,81.3,98.2,0.385,0.35,23.3,51.9,3.0,8.3,5.1,0.15,0.01,0.0,0.2
407,Jimmie,Taylor,ALA,SEC,34,14,18.2,15.4,102.1,91.5,0.574,0.5770000000000001,51.2,0.0,7.5,15.3,10.4,0.07,0.02,0.09,0.2
408,Kevarrius,Hayes,FLA,SEC,36,16,18.3,14.9,126.7,90.3,0.647,0.606,79.5,0.0,11.7,15.4,12.4,0.02,0.02,0.09,0.14
409,Anfernee,McLemore,AUB,SEC,32,1,15.1,14.9,122.2,102.4,0.688,0.688,57.4,1.0,11.9,19.8,14.4,0.02,0.02,0.08,0.18
410,William,Jackson II,UGA,SEC,34,16,17.5,14.6,93.4,105.7,0.47700000000000004,0.452,17.8,56.3,1.4,5.9,3.5,0.12,0.01,0.01,0.15
411,Maik,Kotsar,SCAR,SEC,37,33,24.2,14.5,96.6,94.2,0.486,0.49,26.8,0.0,8.9,13.7,10.2,0.06,0.02,0.02,0.17
412,Justin,McKie,SCAR,SEC,37,7,16.9,14.2,105.2,96.1,0.489,0.473,16.1,49.0,4.0,9.9,6.3,0.14,0.02,0.01,0.12
413,Donta,Hall,ALA,SEC,34,20,19.7,13.9,122.5,89.6,0.6629999999999999,0.6579999999999999,62.5,0.0,11.1,20.0,14.1,0.06,0.02,0.08,0.17
414,Mike,Edwards,UGA,SEC,34,2,18.1,13.8,98.2,102.5,0.561,0.524,58.1,1.0,7.4,14.8,10.4,0.02,0.01,0.01,0.21
415,JC,Hampton,TXA&M,SEC,31,22,25.0,13.8,111.4,107.9,0.583,0.5329999999999999,36.6,68.0,0.6,7.9,4.0,0.13,0.01,0.0,0.17
416,Wenyen,Gabriel,UK,SEC,38,23,17.8,13.8,108.2,95.1,0.505,0.473,37.2,42.6,9.8,19.3,13.4,0.06,0.01,0.05,0.14
417,Derek,Willis,UK,SEC,38,15,21.8,13.8,121.6,93.2,0.609,0.598,15.6,63.4,5.2,21.1,12.2,0.07,0.02,0.05,0.11
418,Bola,Olaniyan,ALA,SEC,33,22,16.1,13.0,98.8,89.3,0.545,0.513,52.6,0.0,18.9,25.8,20.3,0.05,0.03,0.0,0.32
419,Cullen,VanLeer,MIZZOU,SEC,32,17,23.7,12.8,101.7,106.4,0.528,0.5,15.0,82.5,0.8,7.5,3.6,0.11,0.02,0.01,0.13
420,Justas,Furmanavicius,MISS,SEC,36,17,25.0,12.5,113.4,104.3,0.5529999999999999,0.503,75.2,20.3,8.7,12.5,9.6,0.08,0.02,0.05,0.15
421,Manuale,Watkins,ARK,SEC,36,23,22.3,12.0,127.4,103.0,0.606,0.603,18.2,17.0,5.3,14.0,9.0,0.14,0.03,0.0,0.1
422,Dominique,Hawkins,UK,SEC,38,4,19.2,11.5,122.6,100.3,0.5479999999999999,0.48200000000000004,38.1,46.0,3.4,5.7,4.2,0.13,0.02,0.0,0.1
423,Marcanvis,Hymon,MISS,SEC,36,24,21.8,9.8,95.4,101.9,0.504,0.515,57.6,0.0,8.7,15.6,11.0,0.05,0.02,0.06,0.24
