Team,Rk,Player,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
North Carolina State,4,Abdul-Malik Abu,32,28.5,4.8,9,0.529,4.8,8.9,0.537,0,0.1,0,2.2,3.1,0.717,7,1.1,0.4,0.9,2,3.1,11.8
North Carolina State,5,Torin Dorn,32,24,3.6,7.1,0.5,2.8,5.1,0.556,0.8,2.1,0.364,1.7,2.4,0.679,4.6,0.8,0.4,0.1,1.3,1.3,9.5
North Carolina State,6,Omer Yurtseven,22,18.9,2.4,5.3,0.457,2.4,5.1,0.46,0,0.1,0.333,1,1.5,0.719,4.4,1.2,0.2,0.7,1.3,2.8,5.9
North Carolina State,7,Ted Kapita,26,12.6,1.7,2.8,0.608,1.7,2.8,0.608,0,0,,0.9,1.1,0.821,3.4,0.3,0.1,0.3,1,1.9,4.3
North Carolina State,8,Markell Johnson,30,20.4,1.5,4.1,0.377,1.1,2.5,0.459,0.4,1.6,0.25,0.5,0.9,0.577,1.6,2.3,0.9,0.3,1.1,1.9,4
North Carolina State,9,BeeJay Anya,27,12.9,1,1.9,0.538,1,1.9,0.538,0,0,,0.7,1.6,0.442,2.5,0.4,0.1,1.2,0.7,2.1,2.8
North Carolina State,10,Shaun Kirk,14,4.6,0.6,1.1,0.563,0.4,0.4,1,0.2,0.7,0.3,0.3,0.4,0.8,0.9,0.1,0.1,0.1,0.4,0.6,1.8
North Carolina State,11,Chris Corchiani,5,1.4,0.4,1.2,0.333,0.4,1.2,0.333,0,0,,0.4,0.4,1,0,0.4,0,0,0.4,0.4,1.2
North Carolina State,12,Tucker Thompson,5,1.4,0.6,1,0.6,0.6,1,0.6,0,0,,0,0,,0.4,0,0,0,0,0.4,1.2
North Carolina State,13,Darius Hicks,21,6.3,0.1,0.4,0.25,0.1,0.3,0.286,0,0,0,0.2,0.8,0.235,1.1,0.3,0,0.1,0.3,0.8,0.4
North Carolina State,14,Chris Brickhouse,6,1.5,0,0.2,0,0,0.2,0,0,0,,0,0,,0.8,0.2,0,0.2,0.3,0,0
Boston College,1,Jerome Robinson,32,34,6.6,15.7,0.422,4.9,10.6,0.465,1.7,5.1,0.333,3.7,5.1,0.722,3.8,3.4,1.7,0.4,3.2,2.8,18.6
Boston College,2,Ky Bowman,32,28.8,5,10.2,0.492,3.1,5.8,0.524,1.9,4.3,0.449,2.3,3.3,0.712,4.8,2.9,1.2,0.1,2.9,2.4,14.3
Boston College,3,Jordan Chatman,32,24.8,2.7,6.5,0.418,0.9,2.2,0.42,1.8,4.3,0.417,1.3,1.4,0.913,2.2,1.1,0.6,0.2,1.1,1.7,8.6
Boston College,4,A.J. Turner,32,30.8,3,7.2,0.422,1.5,3.1,0.49,1.5,4.1,0.371,0.8,1.3,0.675,3.3,3,0.6,0.2,1,1.5,8.4
Boston College,5,Nik Popovic,29,13.8,2.7,5.5,0.491,2.5,4.9,0.514,0.2,0.6,0.294,0.6,1.1,0.531,3.5,0.4,0.1,0.3,1,2.4,6.1
Boston College,6,Connar Tava,32,25.3,2,4.3,0.478,1.8,3.3,0.562,0.2,1,0.194,1.7,2.5,0.663,5.4,2.1,0.7,0.3,2.2,2.7,5.9
Boston College,7,Mo Jeffers,32,20.3,2.3,4.7,0.497,2.3,4.7,0.497,0,0,,0.9,1.7,0.547,5.6,0.5,0.4,0.5,1.4,2.8,5.6
Boston College,8,Ty Graves,11,18.8,1.7,4.5,0.38,0.6,1.5,0.412,1.1,3,0.364,0.3,0.5,0.6,0.9,1.6,0,0.2,1.6,1.4,4.8
Boston College,9,Mike Sagay,15,4.5,0.7,1.9,0.379,0.5,1.5,0.318,0.3,0.5,0.571,0.3,0.7,0.4,0.9,0,0.1,0.1,0.5,0.4,2
Boston College,10,Garland Owens,28,10.5,0.8,1.8,0.42,0.6,1.2,0.515,0.1,0.6,0.235,0.3,0.5,0.571,2.3,0.8,0.1,0.2,0.6,1.3,1.9
Boston College,11,Johncarlos Reyes,21,6.4,0.7,1.3,0.536,0.7,1.3,0.536,0,0,,0.2,0.5,0.4,1.1,0.2,0.2,0.5,0.3,1,1.6
Boston College,12,Ervins Meznieks,9,4.6,0.3,1.1,0.3,0.1,0.2,0.5,0.2,0.9,0.25,0,0,,0.6,0.2,0.2,0.1,0.6,0.7,0.9
Boston College,13,Matt DiLuccio,1,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0
Boston College,14,Gordon Gehan,3,1,0,0.7,0,0,0.3,0,0,0.3,0,0,0,,0,0,0,0,0,0,0
Boston College,15,Aser Ghebremichael,2,1,0,0,,0,0,,0,0,,0,0,,0.5,0,0,0,0,0,0
Kentucky,1,Malik Monk,38,32.1,6.6,14.7,0.45,3.9,7.8,0.497,2.7,6.9,0.397,3.9,4.7,0.822,2.5,2.3,0.9,0.5,2,1.9,19.8
Kentucky,2,De'Aaron Fox,36,29.6,5.9,12.4,0.478,5.5,10.5,0.52,0.5,1.9,0.246,4.3,5.9,0.739,3.9,4.6,1.5,0.2,2.4,2.5,16.7
Kentucky,3,Edrice Adebayo,38,30.1,4.5,7.5,0.599,4.5,7.4,0.601,0,0,0,4.1,6.2,0.653,8,0.8,0.7,1.5,1.7,2.6,13
Kentucky,4,Isaiah Briscoe,36,30.4,4.5,9.6,0.47,4.1,8,0.507,0.5,1.6,0.288,2.6,4.1,0.635,5.4,4.2,0.8,0.2,2.5,2.6,12.1
Kentucky,5,Derek Willis,38,21.9,2.6,5.4,0.478,1.3,2,0.653,1.3,3.4,0.377,0.6,0.8,0.688,5.4,0.9,0.7,1,0.7,2,7
Kentucky,6,Dominique Hawkins,38,19.2,1.5,3.7,0.403,0.9,2,0.453,0.6,1.7,0.344,1.2,1.4,0.83,1.6,1.7,0.8,0,0.5,2.1,4.7
Kentucky,7,Mychal Mulder,32,10.6,1.6,4,0.406,0.5,1,0.531,1.1,3,0.365,0.4,0.4,0.923,1.5,0.4,0.3,0.2,0.3,0.8,4.7
Kentucky,8,Wenyen Gabriel,38,17.7,1.6,3.9,0.405,1.1,2.2,0.471,0.5,1.7,0.317,0.9,1.4,0.618,4.8,0.7,0.3,0.9,0.8,2.4,4.6
Kentucky,9,Sacha Killeya-Jones,14,6.9,1.2,2.1,0.586,1.2,2.1,0.586,0,0,,0.4,1.1,0.4,2.2,0.1,0.1,0.7,0.5,1.4,2.9
Kentucky,10,Isaac Humphries,38,8.3,1.2,2.3,0.511,1.2,2.3,0.511,0,0,,0.4,0.7,0.6,2.8,0.2,0.2,0.5,0.4,1.5,2.8
Kentucky,11,Jonny David,7,1.6,0.1,0.3,0.5,0,0.1,0,0.1,0.1,1,0.3,0.6,0.5,0,0,0,0,0.4,0,0.7
Kentucky,12,Tai Wynyard,15,3.6,0.3,0.4,0.833,0.3,0.4,0.833,0,0,,0.1,0.2,0.333,0.9,0.1,0.1,0.2,0.1,0.7,0.7
Kentucky,13,Brad Calipari,15,3,0.1,0.9,0.154,0,0.1,0,0.1,0.8,0.167,0.1,0.3,0.4,0.2,0.1,0,0.1,0.1,0.2,0.5
Kentucky,14,Dillon Pulliam,6,1.3,0,0.2,0,0,0.2,0,0,0,,0,0,,0.2,0.2,0,0,0.2,0,0
Florida,1,KeVaughn Allen,36,28.6,4.7,10.6,0.439,2.5,4.8,0.523,2.2,5.9,0.37,2.5,2.9,0.883,2.4,1.5,1.3,0.3,1.3,1.6,14
Florida,2,Canyon Barry,35,21.3,3.5,8.3,0.422,2.3,4.7,0.488,1.2,3.6,0.336,3.2,3.7,0.883,2.8,0.6,0.5,0.4,0.9,1.2,11.4
Florida,3,Devin Robinson,36,26.4,3.9,8.3,0.475,2.8,5.3,0.524,1.2,3.1,0.391,2,2.8,0.723,6.1,0.6,0.9,0.8,1.1,2.3,11.1
Florida,4,Kasey Hill,36,28.9,3.5,8.7,0.404,3.3,7.4,0.437,0.3,1.2,0.205,2.4,3.7,0.662,2.9,4.4,1.7,0.1,3.1,2.3,9.7
Florida,5,John Egbunu,24,22.3,2.7,5.4,0.496,2.6,5.3,0.492,0,0,1,2.5,4.3,0.567,6.5,0.3,0.4,1.4,1.8,2.5,7.8
Florida,6,Justin Leon,36,22.3,2.6,5.9,0.432,1.2,2.5,0.478,1.4,3.4,0.398,0.9,1.2,0.791,4,0.5,0.5,0.1,0.8,2.3,7.4
Florida,7,Chris Chiozza,36,22.1,2.3,5.6,0.413,1.5,2.9,0.5,0.8,2.6,0.316,1.8,2.2,0.788,3.3,3.8,1.3,0,1.6,2.2,7.2
Florida,8,Kevarrius Hayes,36,18.3,2.1,3.6,0.602,2.1,3.5,0.606,0,0,0,1.9,2.8,0.673,4.4,0.2,0.7,1.6,0.8,2.4,6.2
Florida,9,Keith Stone,34,12.1,1.3,3.1,0.423,0.9,1.7,0.5,0.4,1.4,0.326,0.6,0.9,0.645,2.1,0.5,0.3,0.2,0.7,1.4,3.6
Florida,10,Eric Hester,18,6.2,0.8,1.3,0.652,0.2,0.2,1,0.6,1.1,0.579,0.1,0.2,0.5,0.6,0.3,0.3,0,0.2,0.7,2.4
Florida,11,Gorjok Gak,15,5.3,0.7,1.1,0.647,0.7,1.1,0.647,0,0,,0.1,0.7,0.1,1.5,0,0.1,0.2,0.5,0.9,1.5
Florida,12,Schuyler Rimmer,21,5.3,0.4,1,0.45,0.4,0.9,0.474,0,0,0,0.4,0.6,0.615,0.9,0.1,0,0.1,0.2,1,1.2
Arkansas,1,Dusty Hannahs,36,24.7,4.7,10.6,0.439,2.6,5.3,0.49,2.1,5.3,0.387,3,3.3,0.908,1.7,1.2,0.4,0.1,1.7,1.8,14.4
Arkansas,2,Daryl Macon,36,25.2,3.9,8.6,0.453,2.1,4,0.531,1.8,4.7,0.387,3.8,4.4,0.866,2.6,2.2,1.1,0.1,1.8,1.8,13.4
Arkansas,3,Jaylen Barford,36,25.4,4.8,11,0.438,4,8,0.503,0.8,3,0.266,2.3,3,0.752,3.8,2,1.2,0.2,1.9,2.3,12.8
Arkansas,4,Moses Kingsley,36,27.8,4.1,8.9,0.467,3.9,8.4,0.469,0.2,0.4,0.438,3.6,4.7,0.757,7.7,1.3,0.6,2.6,1.9,2.8,12
Arkansas,5,Anton Beard,36,21,2.4,5.9,0.404,1.5,3.4,0.439,0.9,2.5,0.356,1.6,2.1,0.747,2.1,1.9,1.1,0,1.1,1.9,7.2
Arkansas,6,Manuale Watkins,36,22.3,2.6,4.6,0.564,2.2,3.8,0.584,0.4,0.8,0.464,0.5,0.8,0.567,4,1.8,1.3,0,0.6,1.9,6
Arkansas,7,Dustin Thomas,36,18,2,4.1,0.486,2,4,0.497,0,0.1,0.2,1.3,1.9,0.657,3.8,1.1,0.6,0.3,1,2.9,5.3
Arkansas,8,Arlando Cook,36,11.3,1.1,2.5,0.438,1.1,2.5,0.438,0,0,,0.7,1,0.649,2.3,0.3,0.3,0.4,0.6,1.8,2.8
Arkansas,9,C.J. Jones,21,6,0.8,1.7,0.472,0.2,0.6,0.417,0.6,1.1,0.5,0.2,0.3,0.714,0.6,0.3,0,0.2,0.2,0.5,2.4
Arkansas,10,Trey Thompson,36,14,0.9,1.5,0.63,0.9,1.5,0.642,0,0,0,0.5,0.8,0.655,3.3,1.6,0.6,0.8,0.6,2.2,2.4
Arkansas,11,Adrio Bailey,27,7.4,0.8,1.4,0.564,0.8,1.4,0.564,0,0,,0.2,0.7,0.316,1.3,0.3,0.5,0.3,0.4,1.1,1.9
Arkansas,12,Jonathan Holmes,6,1.2,0.2,0.8,0.2,0.2,0.2,1,0,0.7,0,0,0,,0.2,0,0,0,0,0.2,0.3
Arkansas,13,Brachen Hazen,14,3.1,0.1,0.4,0.167,0.1,0.3,0.25,0,0.1,0,0.1,0.3,0.25,0.9,0.1,0,0,0.3,0.4,0.2
South Carolina,1,Sindarius Thornwell,31,33.9,6.3,14.1,0.445,4.4,9.4,0.471,1.9,4.7,0.395,6.9,8.4,0.83,7.2,2.8,2.1,1,2.5,2.3,21.4
South Carolina,2,PJ Dozier,36,28.7,5.3,13,0.407,4.1,9.1,0.454,1.2,3.9,0.298,2.1,3.6,0.597,4.8,2.8,1.7,0.3,2.2,2.8,13.9
South Carolina,3,Chris Silva,37,20.9,3.3,6.3,0.526,3.3,6.3,0.528,0,0,0,3.6,4.8,0.753,6.1,0.4,0.6,1.4,1.9,3.8,10.3
South Carolina,4,Duane Notice,37,32.7,3.3,8.4,0.392,1.4,2.9,0.486,1.9,5.5,0.342,1.7,2.6,0.674,2.5,2.3,1,0.2,1.4,1.4,10.2
South Carolina,5,Maik Kotsar,37,23.9,2.6,5.4,0.49,2.6,5.4,0.49,0,0,,0.6,1.4,0.396,4.8,0.7,0.7,0.4,1.2,3.2,5.8
South Carolina,6,Rakym Felder,36,14.9,1.7,4.2,0.407,0.8,1.9,0.386,0.9,2.2,0.425,1.2,1.9,0.657,1.5,1.3,0.6,0.1,1.4,1.4,5.6
South Carolina,7,Justin McKie,37,16.6,1.6,4,0.389,0.9,2.1,0.434,0.7,2,0.342,0.4,0.6,0.625,2.1,1.2,0.6,0.1,0.6,1.4,4.2
South Carolina,8,Hassani Gravett,35,17,1.1,3.8,0.299,0.7,1.9,0.385,0.4,2,0.217,0.6,0.9,0.645,1.6,1.4,0.4,0,1.1,1.4,3.3
South Carolina,9,TeMarcus Blanton,21,5.9,0.5,1.2,0.385,0.3,0.7,0.429,0.2,0.6,0.333,0.2,0.4,0.5,1,0.1,0.3,0,0.3,0.5,1.3
South Carolina,10,Evan Hinson,8,4.1,0.4,1,0.375,0.3,0.4,0.667,0.1,0.6,0.2,0.3,0.3,1,0.6,0.1,0.3,0,0,0.4,1.1
South Carolina,11,Sedee Keita,29,9.6,0.4,1.5,0.273,0.4,1.5,0.279,0,0,0,0.3,0.6,0.444,2,0.1,0.2,0.4,0.5,1.4,1.1
South Carolina,12,Ran Tut,12,6.1,0.5,1.3,0.4,0.5,1.2,0.429,0,0.1,0,0,0,,1.3,0.2,0.3,0.3,0.1,0.3,1
South Carolina,13,Jarrell Holliman,15,5.9,0.2,0.5,0.375,0.2,0.5,0.375,0,0,,0.1,0.1,1,0.7,0.1,0,0.1,0.1,1.1,0.5
South Carolina,14,Khadim Gueye,28,7.4,0.1,0.4,0.25,0.1,0.4,0.25,0,0,,0.2,0.3,0.625,0.9,0.1,0.1,0.3,0.4,1.5,0.4
South Carolina,15,Tommy Corchiani,5,2.2,0,0,,0,0,,0,0,,0,0,,0.2,0,0,0,0.2,0.8,0
South Carolina,16,Christian Schmitt,5,1.4,0,0.2,0,0,0,,0,0.2,0,0,0,,0,0,0,0,0.4,0.2,0
Ole Miss,1,Deandre Burnett,33,30,4.2,11.8,0.355,2,6,0.335,2.2,5.9,0.376,5.8,6.6,0.881,2.1,3.2,1,0.2,2.8,1.8,16.5
Ole Miss,2,Sebastian Saiz,36,33.3,5,10.7,0.469,4.4,8.7,0.511,0.6,2,0.288,4.4,6,0.744,11.4,1,1,1.1,2.2,3.2,15.1
Ole Miss,3,Terence Davis,36,25.3,5.6,11.5,0.482,4.2,7.4,0.563,1.4,4.1,0.333,2.4,3.3,0.723,5.3,1.8,1.4,0.5,2.1,3.2,14.9
Ole Miss,4,Cullen Neal,36,23.5,2.8,6.7,0.411,1,2.4,0.414,1.8,4.3,0.409,2.2,2.5,0.876,1.7,2.1,0.4,0,1.5,2,9.4
Ole Miss,5,Breein Tyree,34,19.1,2.5,6.7,0.373,1.7,4.1,0.411,0.8,2.6,0.31,1.5,2.2,0.703,1.9,1.9,0.6,0,2.1,1.6,7.3
Ole Miss,6,Rasheed Brooks,33,22.3,2.2,6.4,0.351,1,2.7,0.364,1.3,3.7,0.341,0.6,0.7,0.913,2.6,1.6,0.8,0.2,1.3,1.3,6.4
Ole Miss,7,Justas Furmanavicius,36,25,2,4.3,0.477,1.8,3.4,0.533,0.2,0.9,0.258,2,3.2,0.617,5,1.1,0.7,1.1,1,2.9,6.3
Ole Miss,8,Marcanvis Hymon,36,21.8,1.4,2.8,0.51,1.4,2.8,0.515,0,0,0,0.6,1.6,0.404,5,0.6,0.7,1,1.1,2.9,3.5
Ole Miss,9,Donte Fitzpatrick-Dorsey,22,6.7,0.5,1.2,0.37,0.5,1,0.455,0,0.2,0,0.5,0.5,0.917,1.1,0.4,0.2,0,0.6,0.7,1.4
Ole Miss,10,Lane Below,4,2.3,0.3,0.5,0.5,0.3,0.5,0.5,0,0,,0,0,,0,0,0,0,0,0.3,0.5
Ole Miss,11,Karlis Silins,8,4.9,0.1,0.4,0.333,0.1,0.4,0.333,0,0,,0.3,0.5,0.5,0.6,0,0.1,0.1,0.3,1,0.5
Ole Miss,12,Nate Morris,7,5.1,0,0.7,0,0,0.7,0,0,0,,0,0,,1,0,0,0.4,0.4,1.1,0
Alabama,1,Braxton Key,34,29.8,4.1,9.4,0.433,3.1,6.6,0.478,0.9,2.9,0.33,2.9,4.5,0.634,5.7,2.5,0.6,0.6,3.1,2.5,12
Alabama,2,Dazon Ingram,34,27.5,3.5,6.7,0.52,2.9,5.2,0.545,0.6,1.4,0.429,3,4.6,0.66,4.5,3.3,0.9,0.2,2.5,2.6,10.6
Alabama,3,Riley Norris,34,27.3,3.1,7.6,0.407,1.7,3.4,0.496,1.4,4.1,0.333,1.4,1.9,0.738,3.8,0.7,0.7,0.1,1.1,2.2,9
Alabama,4,Corban Collins,32,21.8,2.2,6.2,0.352,0.8,2.2,0.357,1.4,4,0.349,1.2,1.9,0.65,1.8,1.5,0.6,0,0.9,1.8,7
Alabama,5,Avery Johnson,34,19.5,2.5,7.5,0.331,1.5,4.4,0.345,1,3.1,0.311,0.9,1.2,0.762,1.7,1.4,0.7,0,1.1,1.7,6.9
Alabama,6,Ar'Mond Davis,32,13.8,2.1,6.3,0.333,1.1,2.5,0.432,1,3.8,0.267,0.8,1,0.818,1.5,0.1,0.4,0.1,0.6,0.7,6
Alabama,7,Donta Hall,34,19.7,2.3,3.5,0.658,2.3,3.5,0.658,0,0,,1.3,2.2,0.6,5.5,0.5,0.5,1.4,0.9,2.5,6
Alabama,8,Jimmie Taylor,34,18,2.1,3.6,0.577,2.1,3.6,0.577,0,0,,0.9,1.9,0.492,3.7,0.6,0.4,1.4,1.1,2.5,5.1
Alabama,9,Shannon Hale,21,11.7,1.1,3.6,0.316,0.8,1.7,0.457,0.4,2,0.195,1.5,2.1,0.705,1.5,0.3,0.2,0.3,1,1.4,4.1
Alabama,10,Nick King,7,12.7,1.1,3.6,0.32,0.7,1.7,0.417,0.4,1.9,0.231,0.6,0.9,0.667,2.9,0.4,0.7,0.3,1,0.4,3.3
Alabama,11,Bola Olaniyan,33,16.1,1.2,2.3,0.513,1.2,2.3,0.513,0,0,,0.7,1.2,0.6,6.4,0.4,0.7,0,1.3,2.1,3.1
Alabama,12,Lawson Schaffer,15,1.9,0.3,0.7,0.4,0,0.1,0,0.3,0.5,0.5,0.3,0.3,1,0.3,0.3,0.2,0,0.1,0.1,1.1
Alabama,13,Brandon Austin,7,6.4,0.1,2.7,0.053,0.1,1.9,0.077,0,0.9,0,0.3,0.7,0.4,0.6,0.1,0.1,0.1,0.1,0.4,0.6
Alabama,14,Landon Fuller,2,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0
Vanderbilt,1,Matthew Fisher-Davis,34,27.9,4.3,10.6,0.404,1.8,3.9,0.459,2.5,6.6,0.372,2.9,3.6,0.81,3.2,1,0.6,0.2,1.5,2.1,13.9
Vanderbilt,2,Luke Kornet,35,31.5,4.1,10.2,0.406,2.6,5.6,0.472,1.5,4.6,0.327,3.4,4,0.857,6.2,1.2,0.5,2,1.3,2.3,13.2
Vanderbilt,3,Jeff Roberson,35,31.7,3.5,8.4,0.416,2.4,5.1,0.466,1.1,3.3,0.339,2.7,3.5,0.793,7,1.7,0.8,0.4,1.8,2.6,10.8
Vanderbilt,4,Riley LaChance,35,31.1,3.3,7.1,0.466,1.3,2.9,0.437,2,4.1,0.486,1.9,2.2,0.872,3.3,3.9,0.6,0,1.9,2.1,10.5
Vanderbilt,5,Nolan Cressler,35,23.7,3.1,5.9,0.514,2.1,3.6,0.567,1,2.3,0.432,0.7,0.9,0.697,4.2,1.7,0.5,0,1.3,1.7,7.8
Vanderbilt,6,Joe Toye,35,21.1,2,5,0.4,1.1,2.8,0.402,0.9,2.2,0.397,1.5,2.2,0.679,2.6,1.1,0.4,0.1,1.3,2,6.4
Vanderbilt,7,Payton Willis,35,17.5,1.8,4.1,0.437,1.1,1.8,0.597,0.7,2.3,0.313,0.9,1.5,0.627,1.8,1.8,0.5,0.2,1.6,1,5.2
Vanderbilt,8,Djery Baptiste,35,7.8,0.7,1.4,0.521,0.7,1.4,0.521,0,0,,0.4,0.6,0.65,1.9,0,0.1,0.4,0.7,1.7,1.8
Vanderbilt,9,Camron Justice,7,9.3,0.6,2.3,0.25,0.4,1.1,0.375,0.1,1.1,0.125,0.4,0.9,0.5,0.9,1,0.4,0,0.6,0.7,1.7
Vanderbilt,10,Clevon Brown,34,7.6,0.6,1.5,0.392,0.4,0.7,0.5,0.2,0.8,0.296,0.2,0.4,0.583,1.5,0.1,0,0.4,0.5,1,1.6
Vanderbilt,11,Phillip McGloin,2,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0.5,0
Georgia,1,J.J. Frazier,34,34.6,5.9,14.4,0.406,4.2,9.1,0.466,1.6,5.3,0.304,5.5,6.2,0.886,3.8,4.1,1.9,0.1,2.4,2.4,18.8
Georgia,2,Yante Maten,29,29,6.2,11.9,0.519,5.4,10.4,0.523,0.7,1.5,0.488,5.1,7.2,0.716,6.8,1.5,0.7,1.5,2.5,2.8,18.2
Georgia,3,Juwan Parker,32,26.8,3.3,8.7,0.383,3.1,7.1,0.434,0.3,1.6,0.157,2.4,2.8,0.856,5.3,1.8,0.6,0.1,1.7,2.2,9.3
Georgia,4,Derek Ogbeide,34,23.2,3,5.2,0.567,3,5.2,0.567,0,0,,1.1,1.9,0.576,7.6,0.6,0.4,1.1,1.3,2.7,7.1
Georgia,5,Jordan Harris,30,16.5,1.5,3.5,0.434,0.8,1.9,0.421,0.7,1.6,0.449,0.9,1.2,0.73,1.4,1.5,0.5,0.2,1.9,1.6,4.7
Georgia,6,Mike Edwards,34,18.1,1.6,3.1,0.524,1.6,3.1,0.529,0,0,0,1.1,1.8,0.623,3.6,0.2,0.3,0.2,1.1,2.2,4.4
Georgia,7,William Jackson II,34,17.5,1.4,4,0.356,0.6,1.7,0.373,0.8,2.2,0.342,0.5,0.7,0.708,1.2,1.1,0.4,0.2,0.8,1.2,4.1
Georgia,8,Tyree Crump,28,7.4,1.2,3.4,0.347,0.5,1.3,0.378,0.7,2.1,0.328,0.6,0.6,0.889,0.7,0.5,0.1,0,0.5,0.4,3.6
Georgia,9,Pape Diatta,33,10.8,0.8,2.1,0.406,0.6,1.3,0.476,0.2,0.8,0.296,0.7,0.9,0.742,1.9,0.5,0.2,0.1,0.8,1.2,2.6
Georgia,10,E'Torrion Wilridge,29,16.2,0.8,1.7,0.458,0.4,0.7,0.619,0.3,0.9,0.333,0.2,0.6,0.412,1.6,1.2,0.4,0.4,0.6,0.9,2.1
Georgia,11,Kenny Paul Geno,28,9,0.5,1.1,0.438,0.3,0.5,0.538,0.3,0.7,0.368,0.2,0.3,0.667,1.3,0.5,0.1,0.1,0.1,1.3,1.5
Georgia,12,Houston Kessler,29,6.3,0.2,0.6,0.278,0.2,0.4,0.385,0,0.2,0,0.1,0.2,0.6,1.1,0,0.1,0,0.1,1.2,0.4
Georgia,13,Connor O'Neill,4,1.5,0,0.3,0,0,0.3,0,0,0,,0,0,,0.8,0,0,0,0.5,0.5,0
Georgia,14,Brandon Young,7,1.3,0,0.6,0,0,0.4,0,0,0.1,0,0,0,,0.1,0,0,0,0,0,0
Texas A&M,1,Tyler Davis,31,26.2,5.4,8.7,0.619,5.4,8.7,0.621,0,0,0,3.4,4.9,0.693,7,1.4,0.5,1,2.7,2.6,14.2
Texas A&M,2,Admon Gilder,31,34.6,4.7,11,0.429,2.8,6,0.473,1.9,5,0.377,2.4,3.3,0.743,3.9,3.9,1.9,0.3,2.7,2.2,13.7
Texas A&M,3,DJ Hogg,22,29.6,4.4,11.1,0.398,2.4,5.6,0.427,2,5.5,0.367,1.1,2,0.568,5.1,3.4,1,1,2.7,2.1,12
Texas A&M,4,Robert Williams,31,25.8,4.9,8.9,0.556,4.9,8.3,0.588,0.1,0.6,0.111,1.9,3.2,0.59,8.1,1.4,0.7,2.5,1.7,1.8,11.8
Texas A&M,5,Tonny Trocha-Morelos,31,26.9,3.1,7.7,0.406,2.4,4.9,0.484,0.7,2.8,0.267,1.1,1.7,0.673,5.2,2.1,0.8,1,1.5,1.9,8.1
Texas A&M,6,J.C. Hampton,31,25,1.9,4.9,0.392,0.5,1.6,0.347,1.4,3.4,0.413,1.4,1.8,0.786,2,1.8,0.5,0,1.1,2,6.7
Texas A&M,7,Tavario Miller,31,10.5,1.2,2.6,0.475,1.2,2.5,0.481,0,0,0,0.6,1.3,0.487,2.7,0.2,0.1,0.1,0.6,1.4,3.1
Texas A&M,8,Eric Vila,20,11.9,0.8,2.6,0.294,0.5,1.4,0.321,0.3,1.2,0.261,0.5,0.8,0.563,2,0.9,0.5,0,0.7,0.8,2.3
Texas A&M,9,Caleb Smith,14,7.2,0.6,1.6,0.409,0.5,1,0.5,0.1,0.6,0.25,0.2,0.4,0.5,0.9,0.5,0.2,0,0.2,0.5,1.6
Texas A&M,10,Chris Collins,27,13.7,0.5,1.6,0.302,0.2,0.4,0.5,0.3,1.2,0.242,0.1,0.3,0.429,1,1.4,0.2,0.1,0.9,1.4,1.4
Texas A&M,11,Mark French,3,1.3,0.3,1,0.333,0,0.3,0,0.3,0.7,0.5,0.3,0.7,0.5,0,0,0,0,0.3,0.3,1.3
Texas A&M,12,Kobie Eubanks,16,7.3,0.4,1.8,0.241,0.3,0.5,0.625,0.1,1.3,0.095,0,0.3,0,0.9,0.1,0,0.1,0.5,0.6,1
Texas A&M,13,Chase Carlton,12,7.8,0.1,0.4,0.2,0.1,0.2,0.5,0,0.3,0,0,0.3,0,0.3,0.9,0.3,0,0.3,1.8,0.2
Texas A&M,14,Frank Byers,3,1,0,0,,0,0,,0,0,,0,0,,0.3,0.3,0,0,0.3,0,0
Texas A&M,15,Kyle Nugent,2,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0
Tennessee,1,Robert Hubbs,32,31.6,5.3,11.4,0.467,5.2,10.6,0.491,0.1,0.8,0.154,2.9,3.5,0.838,4.6,1.7,0.7,0.2,1.5,1.8,13.7
Tennessee,2,Grant Williams,32,25.4,4.1,8.2,0.504,3.8,7.2,0.522,0.4,1,0.375,3.9,5.9,0.667,5.9,1.1,0.8,1.9,1.9,3.3,12.6
Tennessee,3,Detrick Mostella,15,21.5,3.5,8.7,0.405,1.8,4.1,0.443,1.7,4.7,0.371,1.7,2.5,0.703,3.9,1.2,0.4,0.4,1.5,2.1,10.5
Tennessee,4,Admiral Schofield,28,19,2.8,6.1,0.453,2,4.2,0.483,0.8,1.9,0.389,1.9,2.4,0.779,4.4,0.8,0.3,0.2,1.1,2.3,8.2
Tennessee,5,Lamonte Turner,32,20.7,2.4,6.7,0.355,1.1,2.8,0.393,1.3,3.9,0.328,2.2,2.8,0.769,2.5,2.7,0.6,0.2,1.7,2.1,8.2
Tennessee,6,Jordan Bowden,30,22.8,2.5,6.7,0.371,1.3,3,0.44,1.2,3.7,0.315,1.8,2.1,0.841,2.9,1.3,0.9,0.2,0.7,2.1,7.9
