Team,Rk,Player,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
Xavier,4,Rashid Gaston,38,18.1,3,5.1,0.59,3,5.1,0.59,0,0,,1.3,2.4,0.554,5.9,0.6,0.2,0.5,1.1,2.3,7.4
Xavier,5,Malcolm Bernard,38,28,2.2,5.3,0.418,1,2.2,0.452,1.2,3.1,0.393,0.9,1.6,0.583,4.1,1.5,1,0.3,1.5,2.7,6.6
Xavier,6,Sean O'Mara,38,13.8,2.3,3.8,0.603,2.3,3.8,0.603,0,0,,1.4,2.1,0.684,3.1,0.6,0.3,0.3,0.8,1.7,6.1
Xavier,7,Kaiser Gates,33,21,1.9,4.9,0.389,0.7,1.3,0.523,1.2,3.6,0.339,0.8,1.1,0.722,4,0.7,0.5,0.2,0.7,1.8,5.8
Xavier,8,Quentin Goodin,38,24.1,1.8,5.3,0.35,1.5,3.9,0.383,0.3,1.3,0.255,1.1,1.9,0.575,2,3.4,0.9,0.2,1.9,2.1,5.1
Xavier,9,Tyrique Jones,37,11,1.8,3.1,0.602,1.8,3.1,0.602,0,0,,0.5,1.1,0.488,3.1,0.3,0.2,0.4,0.7,2,4.2
Xavier,10,Myles Davis,4,8.5,0,2,0,0,0.5,0,0,1.5,0,0.5,1,0.5,0.5,0,0.3,0,0.5,1.3,0.5
Xavier,11,Leighton Schrand,9,0.9,0,0.1,0,0,0.1,0,0,0,,0.3,0.4,0.75,0,0,0,0,0.1,0.1,0.3
Xavier,12,Tim Stainbrook,13,2.8,0.1,0.4,0.2,0,0,,0.1,0.4,0.2,0,0,,0.2,0.2,0,0.1,0,0.3,0.2
Xavier,13,Cullen Barr,9,0.9,0,0.2,0,0,0.1,0,0,0.1,0,0,0,,0,0,0,0,0,0,0
Xavier,14,Alex Bergen,10,0.8,0,0,,0,0,,0,0,,0,0,,0.2,0,0,0,0,0,0
Xavier,15,Conor Peterson,9,0.9,0,0,,0,0,,0,0,,0,0,,0.2,0,0,0,0,0,0
St. John's,1,Shamorie Ponds,33,33.6,5.8,13.2,0.439,3.5,7.1,0.494,2.3,6.1,0.375,3.5,4.3,0.823,4.4,3.1,2.1,0.2,1.9,1.8,17.4
St. John's,2,Marcus LoVett,30,31.6,5.5,11.9,0.464,3.9,7.6,0.511,1.7,4.4,0.382,3.1,3.9,0.803,2.9,3.8,1.3,0,2.6,2,15.9
St. John's,3,Bashir Ahmed,33,26.7,4.3,10.9,0.394,2.7,6.5,0.423,1.6,4.5,0.354,3.2,4.7,0.679,5.5,1.2,0.5,0.6,2.3,2.5,13.4
St. John's,4,Federico Mussini,30,19.2,2.6,6.3,0.41,0.7,1.9,0.368,1.9,4.4,0.427,1.2,1.4,0.854,1.7,0.9,0.6,0,1,1.2,8.2
St. John's,5,Malik Ellison,33,24.8,2.5,6,0.419,1.6,3.3,0.482,0.9,2.7,0.341,1.4,2.4,0.595,3.3,2.5,0.9,0.2,1.8,2.9,7.4
St. John's,6,Yankuba Sima,10,17.8,2.1,4.7,0.447,2.1,4.7,0.447,0,0,,1.8,2.5,0.72,3.5,0.6,0.4,0.5,1,2.4,6
St. John's,7,Tariq Owens,32,18.8,2,4,0.504,2,4,0.512,0,0.1,0,1.1,1.5,0.75,5.1,0.5,0.6,2.2,0.9,3.2,5.2
St. John's,8,Kassoum Yakwe,33,20.5,1.5,3.6,0.425,1.5,3.6,0.425,0,0,,1.1,1.8,0.593,3.2,0.8,0.2,1.9,0.9,2.8,4.2
St. John's,9,Darien Williams,24,11.9,1.4,2.6,0.54,1.4,2.6,0.548,0,0,0,1,1.4,0.727,2.6,0.2,0.4,0.5,0.6,2.2,3.8
St. John's,10,Amar Alibegovic,26,10.3,0.7,1.8,0.413,0.5,0.8,0.571,0.3,1,0.28,0.4,0.7,0.588,1.7,0.7,0.2,0.4,0.5,1.8,2.1
St. John's,11,Richard Freudenberg,26,9.3,0.5,1.8,0.25,0.2,0.5,0.385,0.3,1.3,0.2,0.1,0.2,0.75,1.3,0.5,0,0.1,0.7,1.2,1.3
St. John's,12,Elijah Holifield,8,1.6,0.5,0.8,0.667,0.4,0.4,1,0.1,0.4,0.333,0,0.3,0,0.1,0.3,0.4,0,0.3,0.5,1.1
St. John's,13,Brandon Lawrence,3,0.7,0.3,0.3,1,0.3,0.3,1,0,0,,0,0,,0,0,0,0,0,0,0.7
St. John's,14,Marvin Clark,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0
St. John's,15,Justin Cole,3,1.7,0,0.3,0,0,0.3,0,0,0,,0,0,,0.3,0,0,0,0,0,0
St. John's,16,Justin Simon,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0
Georgetown,1,Rodney Pryor,32,32.6,6.6,13.8,0.482,4,7.4,0.54,2.6,6.3,0.414,2.2,2.9,0.734,5,1.3,0.8,0.7,1.7,2.3,18
Georgetown,2,L.J. Peak,32,32.8,5.2,10.9,0.48,4.2,7.7,0.543,1,3.2,0.327,4.8,6,0.796,3.8,3.5,1.1,0.4,2.7,2.8,16.2
Georgetown,3,Jessie Govan,32,21,4,7.8,0.512,3.6,6.7,0.53,0.4,1.1,0.4,1.7,2.5,0.667,5,1.4,0.5,1,1.7,2.8,10.1
Georgetown,4,Marcus Derrickson,28,23.8,2.7,6.3,0.432,1.6,3,0.53,1.1,3.3,0.344,1.7,2.1,0.828,4.4,1.4,0.4,0.6,1.3,3,8.3
Georgetown,5,Isaac Copeland,7,19.6,1.6,5.7,0.275,1.6,4.3,0.367,0,1.4,0,2.3,2.7,0.842,3.3,0.9,0.9,0,1,1.7,5.4
Georgetown,6,Akoy Agau,32,15,1.3,2.6,0.5,1.2,2.2,0.565,0.1,0.5,0.2,1.8,2.1,0.851,4.3,0.9,0.2,0.9,1.6,2.2,4.5
Georgetown,7,Bradley Hayes,25,13.6,1.9,3.5,0.534,1.9,3.5,0.534,0,0,,0.5,1.3,0.375,4,0.8,0.3,0.8,1.2,1.8,4.2
Georgetown,8,Jagan Mosely,31,20,1.2,3.1,0.371,0.9,1.9,0.45,0.3,1.2,0.243,1.6,2.1,0.769,2.2,2.5,0.7,0.2,1.4,2.2,4.2
Georgetown,9,Jonathan Mulmore,32,20.2,0.9,2.6,0.357,0.6,1.7,0.364,0.3,0.9,0.345,1.4,1.9,0.75,1.3,1.9,0.5,0.1,1.2,2.3,3.6
Georgetown,10,Tre Campbell,21,14,1.1,3,0.387,0.6,1.3,0.444,0.6,1.7,0.343,0.6,1,0.619,1.2,1.3,0.6,0,0.9,0.8,3.5
Georgetown,11,Kaleb Johnson,31,10.7,0.7,1.7,0.442,0.6,1.3,0.5,0.1,0.4,0.25,0.7,1.4,0.523,1.9,0.4,0.4,0.1,0.4,1.3,2.3
Georgetown,12,Reggie Cameron,17,8.1,0.5,1.4,0.391,0.2,0.3,0.6,0.4,1.1,0.333,0.3,0.6,0.5,0.9,0.4,0.2,0.1,0.5,0.4,1.7
Georgetown,13,Trey Mourning,10,1.8,0.3,0.6,0.5,0.3,0.6,0.5,0,0,,0.2,0.2,1,0.5,0,0,0.1,0,0.4,0.8
Georgetown,14,Ra'Mond Hines,5,1.4,0,0.2,0,0,0,,0,0.2,0,0.2,0.4,0.5,0,0.2,0,0,0.2,0,0.2
Georgetown,15,George Muresan,5,1.2,0,0.2,0,0,0,,0,0.2,0,0,0,,0,0,0.2,0,0,0,0
DePaul,1,Eli Cain,32,33.1,5.3,13.3,0.398,3.7,8.7,0.426,1.6,4.6,0.345,3.5,4.8,0.721,4.5,2.7,1,0.4,2.4,2.7,15.6
DePaul,2,Billy Garrett,32,29.3,4.4,11.3,0.388,3.1,7.8,0.399,1.3,3.5,0.363,4.9,5.6,0.882,2.9,3.3,1.2,0.2,3.3,2.5,14.9
DePaul,3,Tre'Darius McCallum,32,31,3.9,8.8,0.443,3.2,6.3,0.505,0.7,2.4,0.282,1.3,1.7,0.745,6.8,1.3,1.5,0.8,1.6,2.9,9.7
DePaul,4,Brandon Cyrus,32,26.3,2.3,5.9,0.379,1.9,4.7,0.411,0.3,1.2,0.256,1.5,2.1,0.701,4.2,0.9,0.9,0.2,1.4,2.4,6.3
DePaul,5,Chris Harrison-Docks,26,19.5,2.1,5.8,0.362,0.6,1.4,0.405,1.5,4.4,0.348,0.6,0.6,0.938,0.8,0.8,0.6,0,1,1.5,6.3
DePaul,6,Joe Hanel,32,25.7,1.9,2.9,0.649,1.9,2.9,0.649,0,0,,0.8,1.6,0.52,4.8,0.8,0.4,0.4,1.3,3.4,4.6
DePaul,7,Darrick Wood,19,10.2,1.7,3.9,0.427,1.3,2.7,0.471,0.4,1.3,0.333,0.6,1.2,0.522,1.4,0.7,0.2,0.1,0.8,1.2,4.4
DePaul,8,Devin Gage,29,11.9,1.6,3.3,0.474,1.4,2.6,0.541,0.2,0.7,0.238,0.7,1,0.724,0.9,0.9,0.8,0.2,1,1.3,4
DePaul,9,R.J. Curington,19,9.5,1.4,2.8,0.481,1.1,1.7,0.656,0.3,1.2,0.227,0.9,1.1,0.81,1.9,0.6,0.4,0.2,0.8,1,3.9
